osm_id,name,ref,type,oneway,bridge,maxspeed,BUFF_DIST,ORIG_FID
357950019,None,None,track,0,0,0,10.0,2304
357950020,None,None,track,0,0,0,10.0,2305
357950021,None,None,track,0,0,0,10.0,2306
357950022,None,None,track,0,0,0,10.0,2307
357950023,None,None,track,0,0,0,10.0,2308
357950024,None,None,track,0,0,0,10.0,2309
357950025,None,None,track,0,0,0,10.0,2310
357950026,None,None,track,0,0,0,10.0,2311
357950027,None,None,service,0,0,0,10.0,2312
359873972,夏荣道,None,tertiary,0,0,0,10.0,2313
359882151,光明东道,None,primary,1,0,0,10.0,2314
359882152,光明东道,None,primary,1,1,0,10.0,2315
359882153,光明东道,None,primary,1,1,0,10.0,2316
359882154,光明东道,None,primary,1,0,0,10.0,2317
360563991,爱民西道,None,secondary,1,0,0,10.0,2318
364446788,None,None,service,0,0,0,10.0,2319
364446789,None,None,service,0,0,0,10.0,2320
364446790,None,None,service,0,0,0,10.0,2321
364446791,None,None,residential,0,0,0,10.0,2322
364446792,None,None,service,0,0,0,10.0,2323
364446793,None,None,residential,0,0,0,10.0,2324
364446795,None,None,unclassified,0,0,0,10.0,2325
364446800,None,None,service,0,0,0,10.0,2326
364446803,None,None,unclassified,0,0,0,10.0,2327
364446804,None,None,service,0,0,0,10.0,2328
364446805,None,None,service,0,0,0,10.0,2329
364446807,None,None,service,0,0,0,10.0,2330
364446808,None,None,service,0,0,0,10.0,2331
364446809,None,None,service,0,0,0,10.0,2332
364446811,None,None,service,0,0,0,10.0,2333
364446815,None,None,service,0,0,0,10.0,2334
364446817,None,None,service,0,0,0,10.0,2335
364446818,None,None,service,0,0,0,10.0,2336
364446820,None,None,service,0,0,0,10.0,2337
364446822,None,None,service,0,0,0,10.0,2338
364446823,None,None,service,0,0,0,10.0,2339
364446824,None,None,service,0,0,0,10.0,2340
364446826,None,None,service,0,0,0,10.0,2341
364446829,None,None,service,0,0,0,10.0,2342
364446830,None,None,service,0,0,0,10.0,2343
364446831,None,None,service,0,0,0,10.0,2344
364446832,None,None,service,0,0,0,10.0,2345
364446833,None,None,service,0,0,0,10.0,2346
364446834,None,None,service,0,0,0,10.0,2347
364446835,None,None,service,0,0,0,10.0,2348
364446837,None,None,service,0,0,0,10.0,2349
364446838,None,None,service,0,0,0,10.0,2350
364446839,None,None,unclassified,0,0,0,10.0,2351
364446840,None,None,service,0,0,0,10.0,2352
364446841,None,None,service,0,0,0,10.0,2353
364446844,None,None,service,0,0,0,10.0,2354
364446845,None,None,service,0,0,0,10.0,2355
364446846,None,None,service,0,0,0,10.0,2356
364446847,None,None,service,0,0,0,10.0,2357
364446848,None,None,service,0,0,0,10.0,2358
364446850,None,None,service,0,0,0,10.0,2359
364446851,None,None,service,0,0,0,10.0,2360
364446857,None,None,service,0,0,0,10.0,2361
364446858,None,None,service,0,0,0,10.0,2362
364446859,None,None,service,0,0,0,10.0,2363
364446860,None,None,service,0,0,0,10.0,2364
364446862,None,None,service,0,0,0,10.0,2365
364446863,None,None,service,0,0,0,10.0,2366
364446865,None,None,service,0,0,0,10.0,2367
364446867,None,None,unclassified,0,0,0,10.0,2368
364446868,None,None,service,0,0,0,10.0,2369
364446870,None,None,service,0,0,0,10.0,2370
364446872,None,None,service,0,0,0,10.0,2371
364446873,None,None,service,0,0,0,10.0,2372
364446874,None,None,service,0,0,0,10.0,2373
364446875,None,None,service,0,0,0,10.0,2374
364446878,None,None,service,0,0,0,10.0,2375
364446879,None,None,service,0,0,0,10.0,2376
364446880,None,None,service,0,0,0,10.0,2377
364446882,None,None,service,0,0,0,10.0,2378
364446883,None,None,service,0,0,0,10.0,2379
364446885,None,None,service,0,0,0,10.0,2380
364446887,None,None,unclassified,0,0,0,10.0,2381
364446888,None,None,tertiary,0,0,0,10.0,2382
364446889,None,None,service,0,0,0,10.0,2383
364446890,None,None,service,0,0,0,10.0,2384
364446891,None,None,service,0,0,0,10.0,2385
364446892,None,None,service,0,0,0,10.0,2386
364446893,None,None,tertiary,0,0,0,10.0,2387
367459236,张采路,S202,primary,1,0,0,10.0,2388
367459239,张采路,S202,primary,1,0,0,10.0,2389
367459245,张采路,S202,primary,1,1,0,10.0,2390
367459248,张采路,S202,primary,1,1,0,10.0,2391
367746337,None,None,service,0,0,0,10.0,2392
367746338,None,None,service,0,0,0,10.0,2393
367746339,None,None,service,0,0,0,10.0,2394
367746340,None,None,service,0,0,0,10.0,2395
367746341,None,None,service,0,0,0,10.0,2396
367746342,None,None,service,0,0,0,10.0,2397
367746343,None,None,service,0,0,0,10.0,2398
367746344,None,None,service,0,0,0,10.0,2399
367746345,None,None,service,0,0,0,10.0,2400
367746346,None,None,service,0,0,0,10.0,2401
367746347,None,None,service,0,0,0,10.0,2402
367746348,None,None,service,0,0,0,10.0,2403
367746349,None,None,service,0,0,0,10.0,2404
367746350,None,None,service,0,0,0,10.0,2405
367746351,None,None,service,0,0,0,10.0,2406
367746352,None,None,service,0,0,0,10.0,2407
367746353,None,None,service,0,0,0,10.0,2408
367746354,None,None,service,0,0,0,10.0,2409
367746355,None,None,service,0,0,0,10.0,2410
367746356,None,None,service,0,0,0,10.0,2411
367746357,None,None,service,0,0,0,10.0,2412
367746358,None,None,service,0,0,0,10.0,2413
367746359,None,None,service,0,0,0,10.0,2414
367746360,None,None,service,0,0,0,10.0,2415
367746361,None,None,service,0,0,0,10.0,2416
367746362,None,None,service,0,0,0,10.0,2417
367746363,None,None,service,0,0,0,10.0,2418
367746364,None,None,service,0,0,0,10.0,2419
367746365,None,None,service,0,0,0,10.0,2420
367746366,None,None,service,0,0,0,10.0,2421
367746367,None,None,service,0,0,0,10.0,2422
367746368,None,None,service,0,0,0,10.0,2423
367746369,None,None,service,0,0,0,10.0,2424
367746370,None,None,service,0,0,0,10.0,2425
367746371,None,None,service,0,0,0,10.0,2426
367746372,None,None,service,0,0,0,10.0,2427
367746373,None,None,service,0,0,0,10.0,2428
368749473,None,None,service,0,0,0,10.0,2429
368749475,None,None,service,0,0,0,10.0,2430
368749477,None,None,residential,0,0,0,10.0,2431
374075324,None,None,tertiary,0,0,0,10.0,2432
374075327,None,None,residential,0,0,0,10.0,2433
386367102,None,None,service,0,0,0,10.0,2434
386367103,None,None,unclassified,0,0,0,10.0,2435
386367104,None,None,service,0,0,0,10.0,2436
386367105,None,None,unclassified,0,0,0,10.0,2437
386367106,None,None,unclassified,0,0,0,10.0,2438
386367107,None,None,unclassified,0,0,0,10.0,2439
386367109,None,None,unclassified,0,0,0,10.0,2440
386367110,None,None,unclassified,0,0,0,10.0,2441
386367111,None,None,unclassified,0,0,0,10.0,2442
386367112,None,None,residential,0,0,0,10.0,2443
386369317,None,None,service,0,0,0,10.0,2444
386369319,None,None,residential,0,0,0,10.0,2445
389547812,None,None,residential,0,0,0,10.0,2446
389549540,None,None,tertiary,0,0,0,10.0,2447
391813770,东六环路,G4501,motorway,1,0,0,10.0,2448
391813771,东六环路,G4501,motorway,1,0,0,10.0,2449
391813879,京哈高速,G1;AH1,motorway,1,0,0,10.0,2450
391813882,京哈高速,G1;AH1,motorway,1,0,0,10.0,2451
395732960,None,None,service,0,0,0,10.0,2452
395732961,None,None,service,0,0,0,10.0,2453
395732962,None,None,service,0,0,0,10.0,2454
395732963,None,None,service,0,0,0,10.0,2455
395732965,None,None,service,0,0,0,10.0,2456
395732968,None,None,unclassified,0,0,0,10.0,2457
395732971,None,None,service,0,0,0,10.0,2458
395732973,None,None,service,0,0,0,10.0,2459
395732975,None,None,unclassified,0,0,0,10.0,2460
395732977,None,None,service,0,0,0,10.0,2461
395732978,None,None,service,0,0,0,10.0,2462
395732979,None,None,unclassified,0,0,0,10.0,2463
395732980,None,None,residential,0,0,0,10.0,2464
395732982,None,None,service,0,0,0,10.0,2465
395732984,None,None,service,0,0,0,10.0,2466
395742117,None,None,service,0,0,0,10.0,2467
395742118,None,None,service,0,0,0,10.0,2468
395742119,None,None,service,0,0,0,10.0,2469
395742121,None,None,service,0,0,0,10.0,2470
395742122,None,None,service,0,0,0,10.0,2471
395742123,None,None,service,0,0,0,10.0,2472
395742124,None,None,service,0,0,0,10.0,2473
395742125,None,None,service,0,0,0,10.0,2474
395742127,None,None,service,0,0,0,10.0,2475
395742128,None,None,service,0,0,0,10.0,2476
395742129,None,None,service,0,0,0,10.0,2477
395742130,None,None,unclassified,0,0,0,10.0,2478
395755319,None,None,residential,0,0,0,10.0,2479
395755320,None,None,residential,0,0,0,10.0,2480
395755321,None,None,service,0,0,0,10.0,2481
395755322,None,None,unclassified,0,0,0,10.0,2482
395755323,None,None,service,0,0,0,10.0,2483
395755325,None,None,service,0,0,0,10.0,2484
395755326,None,None,service,0,0,0,10.0,2485
395755327,None,None,service,0,0,0,10.0,2486
395755329,None,None,residential,0,1,0,10.0,2487
395755331,None,None,service,0,0,0,10.0,2488
395755333,None,None,service,0,0,0,10.0,2489
395755334,None,None,service,0,0,0,10.0,2490
395755336,None,None,service,0,0,0,10.0,2491
395755337,None,None,service,0,0,0,10.0,2492
395755338,None,None,service,0,0,0,10.0,2493
395755339,None,None,residential,0,0,0,10.0,2494
395755341,None,None,residential,0,0,0,10.0,2495
395755342,None,None,service,0,0,0,10.0,2496
395755343,None,None,service,0,0,0,10.0,2497
395755345,None,None,residential,0,0,0,10.0,2498
395755346,None,None,service,0,0,0,10.0,2499
395755348,None,None,residential,0,0,0,10.0,2500
395755350,None,None,residential,0,0,0,10.0,2501
395755351,张采路,S202,primary,1,0,0,10.0,2502
395755352,张采路,S202,primary,1,1,0,10.0,2503
395755353,张采路,S202,primary,1,1,0,10.0,2504
395755354,张采路,S202,primary,1,0,0,10.0,2505
395771470,None,None,residential,0,0,0,10.0,2506
395771471,None,None,residential,0,0,0,10.0,2507
395771472,None,None,residential,0,0,0,10.0,2508
396235143,常青路,None,residential,0,0,0,10.0,2509
396235144,None,None,residential,0,0,0,10.0,2510
396235145,光祖路,None,residential,0,0,0,10.0,2511
396235146,None,None,residential,0,0,0,10.0,2512
396235528,None,None,residential,0,0,0,10.0,2513
396235529,None,None,residential,0,0,0,10.0,2514
396235530,None,None,residential,0,0,0,10.0,2515
396235531,顺安道,None,residential,0,0,0,10.0,2516
396235797,None,None,residential,0,0,0,10.0,2517
396236018,None,None,tertiary,0,0,0,10.0,2518
396236019,丰盛路,None,tertiary,0,0,0,10.0,2519
396236113,新世纪步行街第八大街,None,tertiary,1,0,0,10.0,2520
396236170,育才路,None,residential,0,0,0,10.0,2521
396236570,None,None,residential,0,0,0,10.0,2522
396236572,None,None,residential,0,0,0,10.0,2523
396236575,None,None,residential,0,0,0,10.0,2524
396236576,新世纪步行街第六大街,None,residential,0,0,0,10.0,2525
396236693,None,None,residential,0,0,0,10.0,2526
396236760,None,None,residential,0,0,0,10.0,2527
396237322,None,None,residential,0,0,0,10.0,2528
396237323,None,None,residential,0,0,0,10.0,2529
402962645,京沪高速,G2;AH3,motorway,1,0,0,10.0,2530
402962646,京沪高速,G2;AH3,motorway,1,0,0,10.0,2531
402962647,京沪高速,G2;AH3,motorway,1,1,0,10.0,2532
402962648,京沪高速,G2;AH3,motorway,1,1,0,10.0,2533
403149467,None,None,secondary,1,1,0,10.0,2534
403149468,None,None,secondary,1,1,0,10.0,2535
403149469,爱民西道,None,secondary,1,0,0,10.0,2536
403149470,爱民西道,None,secondary,1,0,0,10.0,2537
403893673,京津高速,S15;S3301,motorway,1,1,0,10.0,2538
403893674,京津高速,S15;S3301,motorway,1,0,0,10.0,2539
403893675,京津高速,S15;S3301,motorway,1,0,0,10.0,2540
403893676,京津高速,S15;S3301,motorway,1,1,0,10.0,2541
405585807,京津高速,S15;S3301,motorway,1,1,0,10.0,2542
405585808,京津高速,S15;S3301,motorway,1,0,0,10.0,2543
405585809,德觅路,S22,primary,0,0,0,10.0,2544
405585810,柏德路,X007,secondary,0,0,0,10.0,2545
405585811,None,Y951,tertiary,0,0,0,10.0,2546
405585812,None,Y952,tertiary,0,0,0,10.0,2547
405585813,None,None,service,0,0,0,10.0,2548
405585814,None,None,service,0,0,0,10.0,2549
405585815,None,None,tertiary,0,0,0,10.0,2550
405585816,None,None,service,0,0,0,10.0,2551
405585817,京津高速,S15;S3301,motorway,1,1,0,10.0,2552
405585818,None,None,service,0,0,0,10.0,2553
405585819,None,None,service,0,0,0,10.0,2554
405585820,None,None,service,0,0,0,10.0,2555
405585821,None,None,service,0,0,0,10.0,2556
405585822,凤港路,None,tertiary,1,0,0,10.0,2557
405585823,凤港路,None,tertiary,1,0,0,10.0,2558
405585824,京津高速,S15;S3301,motorway,1,0,0,10.0,2559
405589551,京津高速,S15;S3301,motorway,1,0,0,10.0,2560
405589552,京津高速,S30;S3301,motorway,1,1,0,10.0,2561
405589553,None,None,service,0,0,0,10.0,2562
405589554,京津高速,S30;S3301,motorway,1,1,0,10.0,2563
405589555,None,None,service,0,0,0,10.0,2564
405589556,None,None,unclassified,0,0,0,10.0,2565
405589557,汇宾道,None,tertiary,1,0,0,10.0,2566
405589558,汇滨道,None,tertiary,1,0,0,10.0,2567
405589560,京津高速,S15;S3301,motorway,1,0,0,10.0,2568
405589561,None,None,residential,0,0,0,10.0,2569
405603965,京津高速,S15;S3301,motorway,1,1,0,10.0,2570
405603966,京津高速,S15;S3301,motorway,1,0,0,10.0,2571
405603967,None,None,residential,0,0,0,10.0,2572
405603968,None,None,residential,0,0,0,10.0,2573
405603969,None,None,residential,0,0,0,10.0,2574
405603970,None,None,residential,0,0,0,10.0,2575
405603971,None,None,residential,0,0,0,10.0,2576
405603972,None,None,residential,0,0,0,10.0,2577
405603973,None,None,residential,0,0,0,10.0,2578
405603974,None,None,residential,0,0,0,10.0,2579
405603975,None,None,tertiary,0,0,0,10.0,2580
405603976,None,None,residential,0,0,0,10.0,2581
405603977,None,None,residential,0,0,0,10.0,2582
405603978,None,None,unclassified,0,0,0,10.0,2583
405603979,罗梁路,None,tertiary,0,0,0,10.0,2584
405603980,None,None,residential,0,0,0,10.0,2585
405603981,None,None,service,0,0,0,10.0,2586
405603982,None,None,residential,0,0,0,10.0,2587
405603983,None,None,residential,0,0,0,10.0,2588
405603984,None,None,residential,0,0,0,10.0,2589
405603985,None,None,residential,0,0,0,10.0,2590
405603986,None,None,residential,0,0,0,10.0,2591
405603987,None,None,service,0,0,0,10.0,2592
405603988,None,None,residential,0,0,0,10.0,2593
405603989,None,None,residential,0,0,0,10.0,2594
405603991,None,None,residential,0,0,0,10.0,2595
405603992,京津高速,S15;S3301,motorway,1,1,0,10.0,2596
405603993,None,None,residential,0,0,0,10.0,2597
405603994,None,None,service,0,0,0,10.0,2598
405603995,None,None,residential,0,0,0,10.0,2599
405603996,None,None,residential,0,0,0,10.0,2600
405603997,None,None,residential,0,0,0,10.0,2601
405603998,None,None,residential,0,0,0,10.0,2602
405603999,None,None,residential,0,0,0,10.0,2603
405604000,None,None,residential,0,0,0,10.0,2604
405604001,None,None,tertiary,0,0,0,10.0,2605
405604004,京津高速,S15;S3301,motorway,1,0,0,10.0,2606
405604005,None,None,residential,0,0,0,10.0,2607
405604006,None,None,residential,0,0,0,10.0,2608
405604007,None,None,residential,0,0,0,10.0,2609
405604008,None,None,residential,0,0,0,10.0,2610
405604009,None,None,service,0,0,0,10.0,2611
405604010,None,None,residential,0,0,0,10.0,2612
405604011,None,None,residential,0,0,0,10.0,2613
405604012,None,None,service,0,0,0,10.0,2614
405604013,None,None,residential,0,0,0,10.0,2615
405604014,None,None,residential,0,0,0,10.0,2616
405604015,None,None,residential,0,0,0,10.0,2617
405604016,None,None,residential,0,0,0,10.0,2618
405604017,None,None,residential,0,0,0,10.0,2619
405604018,None,None,unclassified,0,0,0,10.0,2620
405604019,None,None,tertiary,0,0,0,10.0,2621
405604020,None,None,residential,0,0,0,10.0,2622
405604021,None,None,residential,0,0,0,10.0,2623
405604022,None,None,service,0,0,0,10.0,2624
405604023,None,None,residential,0,0,0,10.0,2625
405604024,None,None,residential,0,0,0,10.0,2626
405604025,None,None,residential,0,0,0,10.0,2627
405604026,None,None,residential,0,0,0,10.0,2628
405604027,None,None,residential,0,0,0,10.0,2629
405604028,None,None,residential,0,0,0,10.0,2630
405604029,None,None,tertiary,0,0,0,10.0,2631
405604030,None,None,residential,0,0,0,10.0,2632
405604031,None,None,residential,0,0,0,10.0,2633
405604032,None,None,residential,0,0,0,10.0,2634
405604033,None,None,residential,0,0,0,10.0,2635
405604034,None,None,residential,0,0,0,10.0,2636
405604035,None,None,residential,0,0,0,10.0,2637
405604036,None,None,residential,0,0,0,10.0,2638
405604037,None,None,residential,0,0,0,10.0,2639
405604038,None,None,residential,0,0,0,10.0,2640
405604039,None,None,residential,0,0,0,10.0,2641
405604040,None,None,residential,0,0,0,10.0,2642
405604041,None,None,service,0,0,0,10.0,2643
405604042,None,None,tertiary,1,0,0,10.0,2644
405604043,None,None,residential,0,0,0,10.0,2645
405604044,None,None,residential,0,0,0,10.0,2646
405604045,None,None,tertiary,1,0,0,10.0,2647
405604046,None,None,residential,0,0,0,10.0,2648
405604047,None,None,tertiary,0,0,0,10.0,2649
405604048,None,None,residential,0,0,0,10.0,2650
405604049,None,None,residential,0,0,0,10.0,2651
405604050,None,None,residential,0,0,0,10.0,2652
405604051,None,None,residential,0,0,0,10.0,2653
405604052,None,None,unclassified,0,0,0,10.0,2654
405604053,None,None,residential,0,0,0,10.0,2655
405604054,None,None,residential,0,0,0,10.0,2656
405604055,None,None,residential,0,0,0,10.0,2657
405604056,None,None,residential,0,0,0,10.0,2658
405604057,None,None,residential,0,0,0,10.0,2659
405610290,None,None,residential,0,0,0,10.0,2660
405610291,None,None,residential,0,0,0,10.0,2661
405610292,None,None,residential,0,0,0,10.0,2662
405610293,None,None,residential,0,0,0,10.0,2663
405610294,None,None,residential,0,0,0,10.0,2664
405610295,None,None,service,0,0,0,10.0,2665
405610296,None,None,residential,0,0,0,10.0,2666
405610297,None,None,residential,0,0,0,10.0,2667
405610298,None,None,residential,0,0,0,10.0,2668
405610299,None,None,residential,0,0,0,10.0,2669
405610300,None,None,residential,0,0,0,10.0,2670
405610301,None,None,residential,0,0,0,10.0,2671
405610302,None,None,residential,0,0,0,10.0,2672
405610303,None,None,residential,0,0,0,10.0,2673
405610304,None,None,residential,0,0,0,10.0,2674
405610305,None,None,service,0,0,0,10.0,2675
405610306,None,None,unclassified,0,0,0,10.0,2676
405610307,None,None,residential,0,0,0,10.0,2677
405610308,None,None,residential,0,0,0,10.0,2678
405610309,None,None,residential,0,0,0,10.0,2679
405610310,None,None,residential,0,0,0,10.0,2680
405610311,None,None,residential,0,0,0,10.0,2681
405610312,None,None,residential,0,0,0,10.0,2682
405610313,None,None,residential,0,0,0,10.0,2683
405610314,None,None,residential,0,0,0,10.0,2684
405610315,None,None,residential,0,0,0,10.0,2685
405610316,None,None,service,0,0,0,10.0,2686
405610317,None,None,residential,0,0,0,10.0,2687
405610318,None,None,residential,0,0,0,10.0,2688
405610319,None,None,residential,0,0,0,10.0,2689
405610320,None,None,residential,0,0,0,10.0,2690
405610321,None,None,residential,0,0,0,10.0,2691
405610322,None,None,residential,0,0,0,10.0,2692
405610323,None,None,residential,0,0,0,10.0,2693
405610324,None,None,residential,0,0,0,10.0,2694
405624954,None,None,residential,0,0,0,10.0,2695
405624955,None,None,residential,0,0,0,10.0,2696
405624956,None,None,residential,0,0,0,10.0,2697
405624957,None,None,residential,0,0,0,10.0,2698
405624958,None,None,residential,0,0,0,10.0,2699
405624959,None,None,residential,0,0,0,10.0,2700
405624960,None,None,residential,0,0,0,10.0,2701
405624961,None,None,residential,0,0,0,10.0,2702
405624962,None,None,residential,0,0,0,10.0,2703
405624963,None,None,service,0,0,0,10.0,2704
405624964,None,None,residential,0,0,0,10.0,2705
405624965,None,None,residential,0,0,0,10.0,2706
405624966,None,None,residential,0,0,0,10.0,2707
405624967,None,None,residential,0,0,0,10.0,2708
405624968,None,None,residential,0,0,0,10.0,2709
405624969,None,None,residential,0,0,0,10.0,2710
405624970,None,None,residential,0,0,0,10.0,2711
405624971,None,None,service,0,0,0,10.0,2712
405624972,None,None,residential,0,0,0,10.0,2713
405624973,None,None,residential,0,0,0,10.0,2714
405624974,None,None,residential,0,0,0,10.0,2715
405624975,None,None,residential,0,0,0,10.0,2716
405624976,None,None,residential,0,0,0,10.0,2717
405624977,None,None,service,0,0,0,10.0,2718
405624978,None,None,service,0,0,0,10.0,2719
405624979,None,None,service,0,0,0,10.0,2720
405624980,None,None,residential,0,0,0,10.0,2721
405624981,None,None,residential,0,0,0,10.0,2722
405624982,None,None,residential,0,0,0,10.0,2723
405624983,None,None,residential,0,0,0,10.0,2724
405624984,None,None,residential,0,0,0,10.0,2725
405624985,None,None,residential,0,0,0,10.0,2726
405624986,None,None,residential,0,0,0,10.0,2727
405624987,None,None,residential,0,0,0,10.0,2728
405624988,None,None,residential,0,0,0,10.0,2729
405624989,None,None,residential,0,0,0,10.0,2730
405624990,None,None,residential,0,0,0,10.0,2731
405624991,None,None,residential,0,0,0,10.0,2732
405624992,None,None,residential,0,0,0,10.0,2733
405624993,None,None,residential,0,0,0,10.0,2734
405636360,None,None,residential,0,0,0,10.0,2735
405636361,None,None,residential,0,0,0,10.0,2736
405657796,None,None,residential,0,0,0,10.0,2737
405657797,None,None,service,0,0,0,10.0,2738
405657798,None,None,residential,0,0,0,10.0,2739
405657799,None,None,service,0,0,0,10.0,2740
405657800,None,None,service,0,0,0,10.0,2741
405657802,None,None,tertiary,0,0,0,10.0,2742
405657803,None,None,unclassified,0,0,0,10.0,2743
405657804,None,None,residential,0,0,0,10.0,2744
405674632,None,None,residential,0,0,0,10.0,2745
405674634,None,None,service,0,0,0,10.0,2746
405674636,None,None,residential,0,0,0,10.0,2747
405674638,None,None,service,0,0,0,10.0,2748
405674639,None,None,service,0,0,0,10.0,2749
405674641,None,None,residential,0,0,0,10.0,2750
405965639,None,None,tertiary,0,0,0,10.0,2751
405965734,None,None,motorway_link,1,0,0,10.0,2752
405965735,None,None,motorway_link,1,0,0,10.0,2753
406670373,玉带河东街,None,secondary,1,1,0,10.0,2754
406672723,京津高速,S15;S3301,motorway,1,0,0,10.0,2755
406672724,京津高速,S15;S3301,motorway,1,1,0,10.0,2756
406672725,京津高速,S15;S3301,motorway,1,1,0,10.0,2757
406672726,京津高速,S15;S3301,motorway,1,0,0,10.0,2758
406840250,None,None,secondary,1,1,0,10.0,2759
406840251,None,None,secondary,1,0,0,10.0,2760
406860858,永兴路,None,secondary,1,0,0,10.0,2761
406860860,永兴路,None,secondary,1,0,0,10.0,2762
407990948,None,None,motorway_link,1,1,0,10.0,2763
407990949,None,None,motorway_link,1,0,0,10.0,2764
407991265,京沪高速,G2;AH3,motorway,1,1,90,10.0,2765
407991266,京沪高速,G2;AH3,motorway,1,1,90,10.0,2766
408325122,None,None,service,0,0,0,10.0,2767
408325128,None,None,service,0,0,0,10.0,2768
408325818,None,None,tertiary,0,0,0,10.0,2769
408325819,南外环,None,tertiary,0,0,0,10.0,2770
408325820,南外环,None,secondary,1,0,0,10.0,2771
408325821,南外环,None,tertiary,1,0,0,10.0,2772
408326787,None,None,residential,0,0,0,10.0,2773
408326788,None,None,residential,0,0,0,10.0,2774
408327697,None,None,service,0,0,0,10.0,2775
408327699,None,None,service,0,0,0,10.0,2776
408327701,None,None,service,0,0,0,10.0,2777
408327702,None,None,residential,0,0,0,10.0,2778
408327704,None,None,service,0,0,0,10.0,2779
409912236,京津高速,S15;S3301,motorway,1,1,0,10.0,2780
409912237,京津高速,S15;S3301,motorway,1,0,0,10.0,2781
409912240,None,None,residential,0,0,0,10.0,2782
409912241,None,None,residential,0,0,0,10.0,2783
409912242,None,None,residential,0,0,0,10.0,2784
409912243,None,None,residential,0,0,0,10.0,2785
409912244,None,None,residential,0,0,0,10.0,2786
409912245,None,None,residential,0,0,0,10.0,2787
409912246,None,None,residential,0,0,0,10.0,2788
409912247,京津高速,S15;S3301,motorway,1,1,0,10.0,2789
409912248,None,None,residential,0,0,0,10.0,2790
409912249,None,None,residential,0,0,0,10.0,2791
409912250,None,None,residential,0,0,0,10.0,2792
409912251,None,None,residential,0,0,0,10.0,2793
409912252,None,None,residential,0,0,0,10.0,2794
409912253,None,None,residential,0,0,0,10.0,2795
409912254,None,None,residential,0,0,0,10.0,2796
409912255,None,None,residential,0,0,0,10.0,2797
409912256,None,None,unclassified,0,0,0,10.0,2798
409912257,None,None,residential,0,0,0,10.0,2799
409912258,None,None,residential,0,0,0,10.0,2800
409912259,None,None,residential,0,0,0,10.0,2801
409912260,None,None,residential,0,0,0,10.0,2802
409912261,None,None,residential,0,0,0,10.0,2803
409912262,None,None,residential,0,0,0,10.0,2804
409912263,None,None,residential,0,0,0,10.0,2805
409912264,None,None,residential,0,0,0,10.0,2806
409912265,None,None,unclassified,0,0,0,10.0,2807
409912266,None,None,residential,0,0,0,10.0,2808
409912267,None,None,residential,0,0,0,10.0,2809
409912268,None,None,residential,0,0,0,10.0,2810
409912269,None,None,residential,0,0,0,10.0,2811
409912270,None,None,residential,0,0,0,10.0,2812
409912271,None,None,residential,0,0,0,10.0,2813
409912272,None,None,residential,0,0,0,10.0,2814
409912273,None,None,residential,0,0,0,10.0,2815
409912274,None,None,residential,0,0,0,10.0,2816
409912275,None,None,residential,0,0,0,10.0,2817
409912276,None,None,residential,0,0,0,10.0,2818
409912277,None,None,residential,0,0,0,10.0,2819
409912278,None,None,residential,0,0,0,10.0,2820
409912279,None,None,tertiary,0,0,0,10.0,2821
409912280,None,None,residential,0,0,0,10.0,2822
409912281,None,None,residential,0,0,0,10.0,2823
409912282,None,None,residential,0,0,0,10.0,2824
409912283,None,None,residential,0,0,0,10.0,2825
409912284,None,None,residential,0,0,0,10.0,2826
409912285,None,None,residential,0,0,0,10.0,2827
409912286,None,None,residential,0,0,0,10.0,2828
409912287,None,None,residential,0,0,0,10.0,2829
409912288,None,None,residential,0,0,0,10.0,2830
409912289,None,None,residential,0,0,0,10.0,2831
409912290,None,None,residential,0,0,0,10.0,2832
409912291,None,None,residential,0,0,0,10.0,2833
409912292,None,None,residential,0,0,0,10.0,2834
409912293,None,None,residential,0,0,0,10.0,2835
409912294,None,None,residential,0,0,0,10.0,2836
409912295,None,None,residential,0,0,0,10.0,2837
409912296,None,None,unclassified,0,0,0,10.0,2838
409912297,None,None,residential,0,0,0,10.0,2839
409912298,None,None,unclassified,0,0,0,10.0,2840
409912299,None,None,residential,0,0,0,10.0,2841
409912300,京津高速,S15;S3301,motorway,1,0,0,10.0,2842
409912301,None,None,residential,0,0,0,10.0,2843
409912302,None,None,residential,0,0,0,10.0,2844
409912303,None,None,residential,0,0,0,10.0,2845
409912304,None,None,residential,0,0,0,10.0,2846
409912305,None,None,residential,0,0,0,10.0,2847
410708891,None,None,residential,0,0,0,10.0,2848
410708892,None,None,residential,0,0,0,10.0,2849
410708893,None,None,residential,0,0,0,10.0,2850
410708894,None,None,residential,0,0,0,10.0,2851
410708895,None,None,residential,0,0,0,10.0,2852
410708896,None,None,residential,0,0,0,10.0,2853
410708897,None,None,residential,0,0,0,10.0,2854
410708898,None,None,residential,0,0,0,10.0,2855
410708899,None,None,residential,0,0,0,10.0,2856
410708900,None,None,residential,0,0,0,10.0,2857
410708901,None,None,residential,0,0,0,10.0,2858
410708902,None,None,residential,0,0,0,10.0,2859
410708903,None,None,residential,0,0,0,10.0,2860
410708904,None,None,residential,0,0,0,10.0,2861
410708905,None,None,residential,0,0,0,10.0,2862
410708906,None,None,residential,0,0,0,10.0,2863
411150893,None,None,tertiary_link,0,0,0,10.0,2864
411150898,None,None,residential,0,0,0,10.0,2865
411150901,None,None,residential,0,0,0,10.0,2866
411150909,None,None,residential,0,0,0,10.0,2867
